meter,Date,t_kWh
MH21,17-04-2020,17.041
MH21,18-04-2020,12.238
MH21,19-04-2020,13.287
MH21,20-04-2020,9.665
MH21,21-04-2020,6.816
MH21,22-04-2020,8.88
MH21,23-04-2020,11.085
MH21,24-04-2020,7.819
MH21,25-04-2020,7.573
MH21,26-04-2020,9.689
MH21,27-04-2020,8.325
MH21,28-04-2020,6.771
MH21,29-04-2020,11.81
MH21,30-04-2020,14.561
MH21,01-05-2020,12.508
MH21,02-05-2020,12.609
MH21,03-05-2020,10.545
MH21,04-05-2020,9.176
MH21,05-05-2020,13.069
MH21,06-05-2020,10.85
MH21,07-05-2020,15.573
MH21,08-05-2020,14.862
MH21,09-05-2020,15.241
MH21,10-05-2020,13.059
MH21,11-05-2020,12.27
MH21,12-05-2020,11.838
MH21,13-05-2020,12.952
MH21,16-05-2020,16.372
MH21,17-05-2020,15.907
MH21,18-05-2020,17.565
MH21,19-05-2020,15.354
MH21,20-05-2020,17.48
MH21,21-05-2020,17.802
MH21,22-05-2020,20.495
MH21,23-05-2020,18.551
MH21,24-05-2020,24.258
MH21,25-05-2020,29.378
MH21,26-05-2020,26.289
MH21,27-05-2020,23.577
MH21,28-05-2020,22.522
MH21,31-05-2020,12.268
MH21,01-06-2020,10.246
MH21,02-06-2020,14.365
MH21,03-06-2020,10.402
MH21,04-06-2020,9.514
MH21,05-06-2020,10.954
MH21,06-06-2020,12.499
MH21,07-06-2020,10.789
MH21,08-06-2020,15.394
MH21,09-06-2020,15.764
MH21,10-06-2020,16.876
MH21,11-06-2020,19.496
MH21,12-06-2020,21.063
MH21,13-06-2020,18.278
MH21,14-06-2020,17.338
MH21,15-06-2020,16.633
MH21,16-06-2020,16.343
MH21,17-06-2020,18.867
MH21,18-06-2020,16.833
MH21,19-06-2020,23.299
MH21,20-06-2020,17.697
MH21,21-06-2020,14.726
MH21,22-06-2020,13.312
MH21,23-06-2020,12.988
MH21,24-06-2020,10.714
MH21,25-06-2020,14.424
MH21,26-06-2020,16.647
MH21,27-06-2020,14.223
MH21,28-06-2020,21.542
MH21,29-06-2020,13.2
MH21,30-06-2020,9.448
MH21,01-07-2020,18.752
MH21,02-07-2020,18.601
MH21,03-07-2020,20.806
MH21,04-07-2020,21.121
MH21,05-07-2020,19.968
MH21,06-07-2020,19.674
MH21,07-07-2020,17.339
MH21,08-07-2020,13.648
MH21,09-07-2020,15.238
MH21,10-07-2020,16.482
MH21,11-07-2020,17.795
MH21,12-07-2020,20.508
MH21,13-07-2020,19.614
MH21,14-07-2020,17.755
MH21,15-07-2020,18.554
MH21,16-07-2020,17.932
MH21,17-07-2020,15.567
MH21,18-07-2020,16.762
MH21,19-07-2020,16.338
MH21,20-07-2020,17.187
MH21,21-07-2020,12.732
MH21,22-07-2020,11.393
MH21,23-07-2020,13.029
MH21,24-07-2020,12.333
MH21,25-07-2020,14.668
MH21,26-07-2020,16.432
MH21,27-07-2020,20.169
MH21,28-07-2020,10.628
MH21,29-07-2020,12.843
MH21,30-07-2020,10.725
MH21,31-07-2020,16.753
MH21,01-08-2020,14.683
MH21,02-08-2020,14.608
MH21,03-08-2020,17.376
MH21,04-08-2020,17.153
MH21,05-08-2020,16.217
MH21,06-08-2020,11.711
MH21,07-08-2020,8.093
MH21,08-08-2020,16.172
MH21,09-08-2020,15.551
MH21,10-08-2020,11.469
MH21,11-08-2020,14.018
MH21,12-08-2020,11.383
MH21,13-08-2020,8.119
MH21,14-08-2020,11.108
MH21,15-08-2020,12.942
MH21,16-08-2020,7.96
MH21,17-08-2020,15.713
MH21,18-08-2020,13.121
MH21,19-08-2020,12.862
MH21,20-08-2020,9.931
MH21,21-08-2020,11.056
MH21,22-08-2020,8.397
MH21,23-08-2020,10.69
MH21,24-08-2020,9.083
MH21,25-08-2020,9.98
MH21,26-08-2020,11.294
MH21,27-08-2020,10.77
MH21,28-08-2020,12.939
MH21,29-08-2020,9.2
MH21,30-08-2020,10.44
MH21,31-08-2020,9.62
MH21,01-09-2020,9.313
MH21,02-09-2020,10.721
MH21,03-09-2020,13.125
MH21,04-09-2020,11.34
MH21,05-09-2020,13.249
MH21,06-09-2020,10.752
MH21,07-09-2020,14.35
MH21,08-09-2020,11.472
MH21,09-09-2020,13.788
MH21,10-09-2020,15.791
MH21,11-09-2020,16.512
MH21,12-09-2020,13.823
MH21,13-09-2020,13.588
MH21,18-09-2020,21.354
MH21,21-09-2020,20.81
MH21,22-09-2020,21.185
MH21,23-09-2020,15.897
MH21,24-09-2020,17.988
MH21,25-09-2020,19.661
MH21,26-09-2020,16.469
MH21,27-09-2020,12.93
MH21,28-09-2020,18.245
MH21,29-09-2020,19.265
MH21,30-09-2020,17.848
MH21,01-10-2020,19.246
MH21,02-10-2020,18.167
MH21,03-10-2020,12.338
MH21,04-10-2020,13.356
MH21,05-10-2020,13.646
MH21,06-10-2020,13
MH21,07-10-2020,12.967
MH21,08-10-2020,11.098
MH21,09-10-2020,14.758
MH21,10-10-2020,15.533
MH21,11-10-2020,13.551
MH21,12-10-2020,14.481
MH21,13-10-2020,14.232
MH21,14-10-2020,14.976
MH21,15-10-2020,10.993
MH21,16-10-2020,12.342
MH21,17-10-2020,11.014
MH21,18-10-2020,12.476
MH21,19-10-2020,11.645
MH21,20-10-2020,10.133
MH21,21-10-2020,9.189
MH21,22-10-2020,8.043
MH21,23-10-2020,7.747
MH21,24-10-2020,9.604
MH21,25-10-2020,6.237
MH21,26-10-2020,7.683
MH21,29-10-2020,5.368
MH21,30-10-2020,4.298
MH21,31-10-2020,4.139
MH21,01-11-2020,4.263
MH21,02-11-2020,3.998
MH21,04-11-2020,3.959
MH21,05-11-2020,3.882
MH21,06-11-2020,3.564
MH21,07-11-2020,3.829
MH21,08-11-2020,3.565
MH21,09-11-2020,3.4
MH21,10-11-2020,3.403
MH21,11-11-2020,3.406
MH21,12-11-2020,3.226
MH21,13-11-2020,3.255
MH21,14-11-2020,3.712
MH21,15-11-2020,3.431
MH21,16-11-2020,2.625
MH21,17-11-2020,2.894
MH21,18-11-2020,2.999
MH21,19-11-2020,2.867
MH21,20-11-2020,2.921
MH21,21-11-2020,3.025
MH21,22-11-2020,3.303
MH21,23-11-2020,4.081
MH21,24-11-2020,3.178
MH21,25-11-2020,2.825
MH21,26-11-2020,2.837
MH21,27-11-2020,2.913
MH21,28-11-2020,2.59
MH21,29-11-2020,2.272
MH21,30-11-2020,2.74
MH21,01-12-2020,1.629
MH21,03-12-2020,2.885
MH21,04-12-2020,2.835
MH21,06-12-2020,2.648
MH21,07-12-2020,2.471
MH21,08-12-2020,3.693
MH21,09-12-2020,3.131
MH21,10-12-2020,2.802
MH21,11-12-2020,3.694
MH21,12-12-2020,3.02
MH21,13-12-2020,3.507
MH21,14-12-2020,2.69
MH21,15-12-2020,2.834
MH21,16-12-2020,2.418
MH21,17-12-2020,2.483
MH21,18-12-2020,3.288
MH21,19-12-2020,3.171
MH21,20-12-2020,2.878
MH21,21-12-2020,2.543
MH21,22-12-2020,2.523
MH21,23-12-2020,2.505
MH21,24-12-2020,3.022
MH21,25-12-2020,2.365
MH21,26-12-2020,2.709
MH21,27-12-2020,2.386
MH21,28-12-2020,2.407
MH21,29-12-2020,4.036
MH21,30-12-2020,5.948
MH21,31-12-2020,5.647
MH21,01-01-2021,4.925
MH21,02-01-2021,4.332
MH21,03-01-2021,2.691
MH21,04-01-2021,5.887
MH21,05-01-2021,3.247
MH21,06-01-2021,3.345
MH21,07-01-2021,3.33
MH21,08-01-2021,2.975
MH21,09-01-2021,2.748
MH21,10-01-2021,2.52
MH21,11-01-2021,3.627
MH21,12-01-2021,4.141
MH21,13-01-2021,4.555
MH21,14-01-2021,3.483
MH21,15-01-2021,2.404
MH21,16-01-2021,1.07
MH21,17-01-2021,0.988
MH21,18-01-2021,1.387
MH21,20-01-2021,1.217
MH21,21-01-2021,1.294
MH21,22-01-2021,2.367
MH21,23-01-2021,3.204
MH21,24-01-2021,6.287
MH21,25-01-2021,6.096
MH21,26-01-2021,5.011
MH21,27-01-2021,3.296
MH21,28-01-2021,5.707
MH21,29-01-2021,4.247
MH21,30-01-2021,4.872
MH21,31-01-2021,4.128
MH21,01-02-2021,3.91
MH21,02-02-2021,3.112
MH21,03-02-2021,2.606
MH21,04-02-2021,3.289
MH21,05-02-2021,2.744
MH21,06-02-2021,2.65
MH21,07-02-2021,2.818
MH21,08-02-2021,3.348
MH21,09-02-2021,3.314
MH21,10-02-2021,3.107
MH21,11-02-2021,2.942
MH21,12-02-2021,2.832
MH21,13-02-2021,2.714
MH21,14-02-2021,3.229
MH21,15-02-2021,2.906
MH21,16-02-2021,3.249
MH21,17-02-2021,3.617
MH21,18-02-2021,3.269
MH22,01-05-2019,15.04
MH22,02-05-2019,15.023
MH22,03-05-2019,13.963
MH22,04-05-2019,13.52
MH22,05-05-2019,18.895
MH22,06-05-2019,15.555
MH22,07-05-2019,14.645
MH22,08-05-2019,17.891
MH22,09-05-2019,18.596
MH22,10-05-2019,20.91
MH22,11-05-2019,17.755
MH22,12-05-2019,18.495
MH22,13-05-2019,15.133
MH22,14-05-2019,14.868
MH22,15-05-2019,14.191
MH22,16-05-2019,16.614
MH22,17-05-2019,15.235
MH22,18-05-2019,6.435
MH22,25-05-2019,16.276
MH22,26-05-2019,13.496
MH22,27-05-2019,13.956
MH22,28-05-2019,17.637
MH22,29-05-2019,19.51
MH22,30-05-2019,17.171
MH22,31-05-2019,22.444
MH22,01-06-2019,19.222
MH22,02-06-2019,25.512
MH22,03-06-2019,28.321
MH22,04-06-2019,24.497
MH22,05-06-2019,27.085
MH22,06-06-2019,26.146
MH22,07-06-2019,24.67
MH22,08-06-2019,24.345
MH22,09-06-2019,27.579
MH22,10-06-2019,35.125
MH22,11-06-2019,32.408
MH22,12-06-2019,34.82
MH22,13-06-2019,26.861
MH22,14-06-2019,26.302
MH22,15-06-2019,28.099
MH22,16-06-2019,25.894
MH22,17-06-2019,24.612
MH22,18-06-2019,24.872
MH22,19-06-2019,14.867
MH22,20-06-2019,15.948
MH22,21-06-2019,23.339
MH22,22-06-2019,30.008
MH22,23-06-2019,33.136
MH22,24-06-2019,28.459
MH22,25-06-2019,31.332
MH22,26-06-2019,31.712
MH22,27-06-2019,28.919
MH22,28-06-2019,32.336
MH22,29-06-2019,33.93
MH22,30-06-2019,29.219
MH22,01-07-2019,27.045
MH22,02-07-2019,26.415
MH22,03-07-2019,27.039
MH22,04-07-2019,26.505
MH22,05-07-2019,15.311
MH22,06-07-2019,20.015
MH22,07-07-2019,23.706
MH22,08-07-2019,20.867
MH22,09-07-2019,18.978
MH22,10-07-2019,20.242
MH22,11-07-2019,0
MH22,12-07-2019,21.442
MH22,13-07-2019,21.239
MH22,14-07-2019,26.954
MH22,15-07-2019,22.615
MH22,16-07-2019,19.863
MH22,17-07-2019,18.798
MH22,18-07-2019,19.609
MH22,30-07-2019,20.755
MH22,31-07-2019,21.566
MH22,01-08-2019,22.801
MH22,02-08-2019,17.225
MH22,03-08-2019,21.476
MH22,04-08-2019,17.099
MH22,05-08-2019,20.694
MH22,06-08-2019,15.218
MH22,07-08-2019,13.958
MH22,16-08-2019,9.568
MH22,17-08-2019,8.841
MH22,18-08-2019,13.221
MH22,20-08-2019,19.024
MH22,21-08-2019,15.853
MH22,22-08-2019,8.584
MH22,23-08-2019,11.054
MH22,25-08-2019,10.833
MH22,26-08-2019,12.153
MH22,27-08-2019,17.515
MH22,28-08-2019,19.664
MH22,29-08-2019,21.854
MH22,30-08-2019,16.027
MH22,01-09-2019,20.253
MH22,02-09-2019,17.624
MH22,03-09-2019,20.131
MH22,04-09-2019,22.684
MH22,05-09-2019,21.366
MH22,06-09-2019,15.991
MH22,07-09-2019,18.846
MH22,08-09-2019,22.491
MH22,09-09-2019,21.424
MH22,10-09-2019,22.098
MH22,11-09-2019,24.33
MH22,12-09-2019,25.416
MH22,13-09-2019,22.061
MH22,14-09-2019,19.738
MH22,15-09-2019,10.325
MH22,16-09-2019,22.706
MH22,17-09-2019,23.18
MH22,18-09-2019,20.571
MH22,19-09-2019,16.817
MH22,20-09-2019,16.76
MH22,21-09-2019,10.142
MH22,22-09-2019,13.906
MH22,23-09-2019,12.774
MH22,24-09-2019,10.589
MH22,25-09-2019,10.552
MH22,26-09-2019,9.275
MH22,27-09-2019,10.059
MH22,28-09-2019,13.279
MH22,29-09-2019,9.23
MH22,30-09-2019,8.315
MH22,01-10-2019,7.765
MH22,02-10-2019,8.48
MH22,06-10-2019,9.165
MH22,07-10-2019,9.383
MH22,08-10-2019,9.974
MH22,09-10-2019,8.959
MH22,10-10-2019,8.194
MH22,11-10-2019,9.655
MH22,12-10-2019,9.415
MH22,13-10-2019,8.619
MH22,14-10-2019,9.543
MH22,15-10-2019,8.452
MH22,16-10-2019,9.89
MH22,17-10-2019,10.522
MH22,25-10-2019,6.909
MH22,26-10-2019,13.067
MH22,27-10-2019,12.152
MH22,30-10-2019,9.083
MH22,31-10-2019,8.211
MH22,01-11-2019,7.438
MH22,02-11-2019,7.632
MH22,03-11-2019,7.296
MH22,04-11-2019,8.434
MH22,05-11-2019,7.797
MH22,06-11-2019,6.722
MH22,07-11-2019,8.528
MH22,08-11-2019,6.86
MH22,09-11-2019,8.263
MH22,10-11-2019,6.942
MH22,11-11-2019,7.055
MH22,12-11-2019,6.851
MH22,13-11-2019,6.916
MH22,14-11-2019,6.66
MH22,15-11-2019,7.343
MH22,16-11-2019,7.473
MH22,17-11-2019,7.214
MH22,18-11-2019,6.989
MH22,19-11-2019,6.565
MH22,20-11-2019,8.353
MH22,21-11-2019,5.91
MH22,22-11-2019,8.505
MH22,23-11-2019,8.447
MH22,24-11-2019,7.436
MH22,25-11-2019,8.059
MH22,26-11-2019,8.438
MH22,27-11-2019,7.066
MH22,28-11-2019,6.316
MH22,29-11-2019,7.172
MH22,01-12-2019,6.276
MH22,02-12-2019,7.705
MH22,03-12-2019,10.364
MH22,04-12-2019,8.436
MH22,05-12-2019,6.173
MH22,06-12-2019,10.093
MH22,07-12-2019,7.327
MH22,08-12-2019,9.949
MH22,09-12-2019,7.94
MH22,10-12-2019,9.644
MH22,11-12-2019,9.789
MH22,12-12-2019,7.733
MH22,13-12-2019,8.348
MH22,14-12-2019,5.937
MH22,15-12-2019,8.893
MH22,16-12-2019,9.027
MH22,17-12-2019,8.637
MH22,18-12-2019,8.296
MH22,19-12-2019,8.47
MH22,24-12-2019,8.773
MH22,25-12-2019,9.525
MH22,26-12-2019,7.416
MH22,28-12-2019,14.641
MH22,11-01-2020,7.486
MH22,12-01-2020,9.994
MH22,13-01-2020,9.912
MH22,14-01-2020,9.751
MH22,15-01-2020,10.339
MH22,16-01-2020,7.937
MH22,17-01-2020,8.566
MH22,18-01-2020,9.577
MH22,19-01-2020,7.844
MH22,20-01-2020,6.58
MH22,21-01-2020,8.525
MH22,22-01-2020,8.675
MH22,23-01-2020,7.222
MH22,24-01-2020,8.276
MH22,25-01-2020,8.133
MH22,26-01-2020,9.927
MH22,27-01-2020,7.536
MH22,28-01-2020,7.905
MH22,29-01-2020,8.578
MH22,30-01-2020,8.141
MH22,31-01-2020,8.951
MH22,01-02-2020,8.752
MH22,02-02-2020,8.576
MH22,03-02-2020,8.73
MH22,04-02-2020,8.283
MH22,05-02-2020,7.643
MH22,06-02-2020,7.292
MH22,07-02-2020,7.532
MH22,08-02-2020,8.026
MH22,09-02-2020,8.164
MH22,10-02-2020,7.33
MH22,11-02-2020,7.282
MH22,12-02-2020,7.225
MH22,13-02-2020,5.981
MH22,14-02-2020,7.541
MH22,15-02-2020,5.529
MH22,16-02-2020,9.412
MH22,17-02-2020,4.046
MH22,18-02-2020,8.676
MH22,19-02-2020,6.656
MH22,20-02-2020,5.758
MH22,21-02-2020,7.539
MH22,22-02-2020,5.514
MH22,23-02-2020,5.82
MH22,15-03-2020,6.385
MH22,30-03-2020,6.741
MH22,06-04-2020,8.034
MH22,08-04-2020,6.51
MH22,15-04-2020,11.024
MH22,19-04-2020,10.524
MH22,23-04-2020,5.071
MH22,24-04-2020,7.258
MH22,26-05-2020,18.134
MH22,16-06-2020,19.151
MH22,17-06-2020,14.138
MH22,25-06-2020,15.979
MH22,29-06-2020,14.759
MH22,03-07-2020,24.603
MH22,04-07-2020,25.518
MH22,10-07-2020,27.753
MH22,28-07-2020,26.685
MH22,15-08-2020,14.216
MH22,16-08-2020,8.687
MH22,22-08-2020,14.714
MH22,25-08-2020,15.014
MH22,27-08-2020,12.481
MH22,28-08-2020,15.9
MH22,29-08-2020,7.439
MH22,31-08-2020,13.217
MH22,27-09-2020,16.37
MH22,01-10-2020,13.152
MH22,05-10-2020,14.456
MH22,08-10-2020,12.498
MH22,10-10-2020,11.41
MH22,11-10-2020,11.246
MH22,13-10-2020,10.967
MH22,15-10-2020,14.451
MH22,16-10-2020,9.574
MH22,22-10-2020,7.755
MH22,24-10-2020,7.33
MH22,25-10-2020,11.042
MH22,26-10-2020,10.275
MH22,28-10-2020,8.472
MH22,01-11-2020,9.948
MH22,02-11-2020,7.907
MH22,03-11-2020,9.811
MH22,04-11-2020,10.173
MH22,08-11-2020,9.504
MH22,09-11-2020,12.049
MH22,12-11-2020,9.785
MH22,13-11-2020,13.924
MH22,17-11-2020,8.492
MH22,20-11-2020,9.936
MH22,21-11-2020,9.636
MH22,23-11-2020,8.41
MH22,24-11-2020,9.589
MH22,25-11-2020,9.622
MH22,26-11-2020,8.824
MH22,29-11-2020,3.879
MH22,30-11-2020,5.94
MH22,05-12-2020,9.115
MH22,07-12-2020,10.647
MH22,10-12-2020,8.012
MH22,11-12-2020,8.331
MH22,13-12-2020,8.53
MH22,14-12-2020,10.237
MH22,15-12-2020,8.039
MH22,18-12-2020,10.216
MH22,19-12-2020,9.46
MH22,23-12-2020,8.692
MH22,25-12-2020,9.134
MH22,26-12-2020,9.132
MH22,27-12-2020,7.946
MH22,28-12-2020,5.604
MH22,29-12-2020,9.077
MH22,31-12-2020,7.173
MH22,03-01-2021,12.993
MH22,07-01-2021,9.768
MH22,10-01-2021,11.337
MH22,13-01-2021,9.553
MH22,14-01-2021,8.934
MH22,15-01-2021,9.253
MH22,17-01-2021,11.895
MH22,20-01-2021,9.724
MH22,22-01-2021,10.921
MH22,23-01-2021,5.554
MH22,28-01-2021,11.603
MH22,31-01-2021,9.544
MH22,03-02-2021,11.619
MH22,08-02-2021,9.733
MH22,12-02-2021,10.336
MH22,13-02-2021,12.793
MH22,14-02-2021,9.1
MH22,15-02-2021,10.87
MH22,16-02-2021,11.774
MH22,17-02-2021,10.229
MH23,09-05-2019,14.501
MH23,10-05-2019,15.33
MH23,11-05-2019,16.312
MH23,12-05-2019,13.358
MH23,13-05-2019,9.224
MH23,14-05-2019,10.067
MH23,15-05-2019,14.871
MH23,16-05-2019,12.312
MH23,17-05-2019,12.173
MH23,18-05-2019,15.896
MH23,19-05-2019,14.252
MH23,20-05-2019,12.446
MH23,21-05-2019,14.53
MH23,22-05-2019,15.128
MH23,23-05-2019,13.828
MH23,24-05-2019,14.95
MH23,25-05-2019,17.799
MH23,26-05-2019,18.395
MH23,27-05-2019,13.225
MH23,28-05-2019,14.889
MH23,29-05-2019,16.144
MH23,30-05-2019,16.405
MH23,31-05-2019,19.991
MH23,01-06-2019,20.492
MH23,02-06-2019,22.088
MH23,03-06-2019,18.117
MH23,04-06-2019,21.545
MH23,05-06-2019,21.509
MH23,06-06-2019,20.591
MH23,07-06-2019,19.397
MH23,08-06-2019,22.06
MH23,09-06-2019,15.958
MH23,10-06-2019,18.53
MH23,11-06-2019,19.512
MH23,12-06-2019,18.979
MH23,13-06-2019,22.261
MH23,14-06-2019,17.669
MH23,15-06-2019,19.401
MH23,16-06-2019,20.706
MH23,17-06-2019,23.768
MH23,18-06-2019,28.699
MH23,19-06-2019,15.542
MH23,20-06-2019,14.99
MH23,21-06-2019,26.093
MH23,22-06-2019,17.94
MH23,23-06-2019,26.224
MH23,24-06-2019,12.389
MH23,25-06-2019,13.202
MH23,26-06-2019,14.25
MH23,27-06-2019,14.333
MH23,28-06-2019,13.897
MH23,29-06-2019,17.736
MH23,30-06-2019,16.542
MH23,01-07-2019,16.161
MH23,02-07-2019,19.737
MH23,03-07-2019,17.336
MH23,04-07-2019,16.491
MH23,05-07-2019,17.641
MH23,06-07-2019,15.514
MH23,07-07-2019,15.197
MH23,08-07-2019,14.607
MH23,09-07-2019,13.603
MH23,10-07-2019,15.692
MH23,11-07-2019,12.186
MH23,12-07-2019,17.269
MH23,13-07-2019,13.797
MH23,14-07-2019,14.986
MH23,15-07-2019,14.63
MH23,16-07-2019,16.453
MH23,17-07-2019,11.767
MH23,30-07-2019,41.487
MH23,31-07-2019,35.719
MH23,01-08-2019,38.739
MH23,02-08-2019,33.537
MH23,03-08-2019,35.779
MH23,04-08-2019,36.191
MH23,05-08-2019,35.861
MH23,06-08-2019,33.194
MH23,07-08-2019,34.123
MH23,14-08-2019,34.452
MH23,15-08-2019,32.059
MH23,16-08-2019,19.508
MH23,17-08-2019,32.648
MH23,18-08-2019,33.091
MH23,20-08-2019,32.396
MH23,21-08-2019,32.95
MH23,22-08-2019,35.372
MH23,23-08-2019,35.799
MH23,24-08-2019,40.131
MH23,25-08-2019,34.885
MH23,26-08-2019,32.508
MH23,27-08-2019,34.278
MH23,28-08-2019,37.716
MH23,29-08-2019,36.855
MH23,30-08-2019,36.706
MH23,31-08-2019,42.407
MH23,01-09-2019,40.368
MH23,02-09-2019,34.318
MH23,03-09-2019,25.668
MH23,04-09-2019,38.349
MH23,05-09-2019,42.28
MH23,06-09-2019,35.247
MH23,07-09-2019,38.528
MH23,08-09-2019,39.581
MH23,09-09-2019,40.817
MH23,19-09-2019,34.138
MH23,20-09-2019,34.569
MH23,21-09-2019,27.477
MH23,22-09-2019,22.226
MH23,23-09-2019,25.775
MH23,24-09-2019,27.418
MH23,25-09-2019,26.549
MH23,26-09-2019,26.464
MH23,27-09-2019,25.068
MH23,28-09-2019,24.521
MH23,29-09-2019,25.513
MH23,30-09-2019,21.972
MH23,01-10-2019,20.861
MH23,02-10-2019,24.046
MH23,05-10-2019,21.119
MH23,06-10-2019,22.484
MH23,07-10-2019,22.601
MH23,08-10-2019,27.314
MH23,09-10-2019,25.058
MH23,10-10-2019,23.615
MH23,11-10-2019,23.332
MH23,12-10-2019,25.063
MH23,13-10-2019,20.681
MH23,14-10-2019,25.675
MH23,15-10-2019,25.817
MH23,16-10-2019,31.288
MH23,17-10-2019,29.768
MH23,18-10-2019,28.535
MH23,19-10-2019,28.123
MH23,20-10-2019,27.745
MH23,21-10-2019,18.952
MH23,22-10-2019,19.648
MH23,23-10-2019,14.682
MH23,24-10-2019,14.754
MH23,25-10-2019,18.674
MH23,26-10-2019,23.149
MH23,27-10-2019,17.37
MH23,28-10-2019,20.763
MH23,29-10-2019,15.485
MH23,30-10-2019,16.246
MH23,31-10-2019,18.102
MH23,01-11-2019,27.045
MH23,02-11-2019,26.86
MH23,03-11-2019,21.024
MH23,04-11-2019,12.775
MH23,05-11-2019,15.755
MH23,06-11-2019,9.609
MH23,07-11-2019,9.267
MH23,08-11-2019,9.104
MH23,09-11-2019,8.471
MH23,10-11-2019,8.314
MH23,11-11-2019,9.71
MH23,12-11-2019,8.251
MH23,13-11-2019,7.226
MH23,14-11-2019,8.6
MH23,15-11-2019,7.751
MH23,16-11-2019,9.182
MH23,17-11-2019,9.529
MH23,18-11-2019,7.949
MH23,19-11-2019,7.235
MH23,20-11-2019,11.276
MH23,21-11-2019,9.742
MH23,22-11-2019,7.668
MH23,23-11-2019,7.49
MH23,24-11-2019,10.389
MH23,25-11-2019,8.392
MH23,26-11-2019,8.286
MH23,27-11-2019,9.439
MH23,28-11-2019,8.131
MH23,29-11-2019,9.4
MH23,30-11-2019,8.651
MH23,01-12-2019,7.024
MH23,02-12-2019,8.49
MH23,03-12-2019,8.17
MH23,04-12-2019,7.654
MH23,05-12-2019,7.345
MH23,06-12-2019,7.506
MH23,07-12-2019,5.98
MH23,08-12-2019,9.133
MH23,09-12-2019,7.645
MH23,10-12-2019,6.903
MH23,11-12-2019,7.38
MH23,12-12-2019,6.572
MH23,13-12-2019,7.214
MH23,14-12-2019,7.215
MH23,15-12-2019,6.92
MH23,16-12-2019,9.108
MH23,17-12-2019,6.747
MH23,18-12-2019,7.053
MH23,19-12-2019,6.528
MH23,20-12-2019,6.564
MH23,21-12-2019,7.063
MH23,22-12-2019,5.413
MH23,23-12-2019,7.003
MH23,24-12-2019,6.367
MH23,25-12-2019,6.575
MH23,26-12-2019,6.869
MH23,27-12-2019,8.619
MH23,28-12-2019,7.979
MH23,29-12-2019,5.885
MH23,08-02-2020,4.378
MH23,09-02-2020,4.849
MH23,10-02-2020,4.324
MH23,11-02-2020,4.358
MH23,12-02-2020,4.469
MH23,13-02-2020,3.748
MH23,14-02-2020,5.054
MH23,15-02-2020,5.67
MH23,16-02-2020,4.925
MH23,17-02-2020,4.44
MH23,18-02-2020,4.853
MH23,19-02-2020,4.748
MH23,20-02-2020,4.474
MH23,21-02-2020,5.675
MH23,22-02-2020,3.632
MH23,23-02-2020,5.165
MH23,24-02-2020,6.033
MH23,25-02-2020,4.95
MH23,26-02-2020,4.424
MH23,27-02-2020,3.685
MH23,28-02-2020,6.218
MH23,29-02-2020,4.912
MH23,01-03-2020,3.42
MH23,02-03-2020,4.559
MH23,03-03-2020,3.643
MH23,04-03-2020,2.307
MH23,05-03-2020,3.804
MH23,06-03-2020,3.846
MH23,07-03-2020,3.917
MH23,08-03-2020,2.465
MH23,09-03-2020,4.325
MH23,10-03-2020,2.043
MH23,11-03-2020,4.341
MH23,12-03-2020,3.311
MH23,13-03-2020,2.125
MH23,14-03-2020,3.757
MH23,15-03-2020,3.082
MH23,16-03-2020,2.023
MH23,17-03-2020,3.973
MH23,18-03-2020,3.559
MH23,19-03-2020,2.721
MH23,20-03-2020,2.126
MH23,21-03-2020,4.656
MH23,22-03-2020,2.817
MH23,23-03-2020,4.146
MH23,24-03-2020,3.541
MH23,25-03-2020,2.387
MH23,26-03-2020,4.386
MH23,27-03-2020,3.516
MH23,28-03-2020,3.069
MH23,29-03-2020,3.092
MH23,30-03-2020,3.583
MH23,31-03-2020,4.02
MH23,01-04-2020,2.961
MH23,02-04-2020,2.95
MH23,03-04-2020,3.213
MH23,04-04-2020,2.982
MH23,05-04-2020,3.007
MH23,06-04-2020,3.295
MH23,07-04-2020,4.396
MH23,08-04-2020,3.72
MH23,09-04-2020,3.721
MH23,10-04-2020,3.921
MH23,11-04-2020,4.629
MH23,12-04-2020,4.324
MH23,13-04-2020,5.279
MH23,14-04-2020,5.072
MH23,15-04-2020,5.233
MH23,16-04-2020,5.179
MH23,17-04-2020,5.441
MH23,18-04-2020,5.54
MH23,19-04-2020,5.199
MH23,20-04-2020,5.223
MH23,21-04-2020,4.837
MH23,22-04-2020,4.525
MH23,23-04-2020,4.834
MH23,24-04-2020,5.156
MH23,25-04-2020,4.494
MH23,26-04-2020,5.141
MH23,27-04-2020,4.798
MH23,28-04-2020,4.944
MH23,29-04-2020,5.384
MH23,30-04-2020,5.329
MH23,01-05-2020,5.538
MH23,02-05-2020,5.622
MH23,03-05-2020,5.413
MH23,04-05-2020,5.545
MH23,05-05-2020,5.364
MH23,06-05-2020,5.519
MH23,07-05-2020,5.411
MH23,08-05-2020,5.269
MH23,09-05-2020,5.238
MH23,10-05-2020,5.142
MH23,11-05-2020,5.262
MH23,12-05-2020,5.529
MH23,13-05-2020,5.455
MH23,16-05-2020,5.393
MH23,17-05-2020,5.421
MH23,18-05-2020,5.173
MH23,19-05-2020,4.651
MH23,20-05-2020,8.449
MH23,21-05-2020,7.97
MH23,22-05-2020,13.165
